id,question_id,option_text,option_order,is_correct,explanation,created_at
300c083e-50a7-4891-a6fc-cc89343c8bca,223a2793-e698-4f00-b716-13c58b42bcf4,"{""option"":""(6, 8)""}",1,,"The magnitude of vector A is calculated using the Pythagorean theorem: |A| = √(A_x^2 + A_y^2) = √(3^2 + 4^2) = 5. Therefore, twice the magnitude of vector A is 10. Since vector B is in the opposite direction, we first normalize vector A to get the unit vector: A_unit = (3/5, 4/5). Then, vector B can be represented as B = -10 * A_unit = -10 * (3/5, 4/5) = (-6, -8).",2025-07-14T02:23:04.240Z
86ece91d-efb2-4f6c-bbd9-03ed2750f284,223a2793-e698-4f00-b716-13c58b42bcf4,"{""option"":""(-3, -4)""}",2,,"The magnitude of vector A is calculated using the Pythagorean theorem: |A| = √(A_x^2 + A_y^2) = √(3^2 + 4^2) = 5. Therefore, twice the magnitude of vector A is 10. Since vector B is in the opposite direction, we first normalize vector A to get the unit vector: A_unit = (3/5, 4/5). Then, vector B can be represented as B = -10 * A_unit = -10 * (3/5, 4/5) = (-6, -8).",2025-07-14T02:23:04.240Z
008fc46c-2041-4bf0-8e50-7abc56969c59,223a2793-e698-4f00-b716-13c58b42bcf4,"{""option"":""(3, 4)""}",3,,"The magnitude of vector A is calculated using the Pythagorean theorem: |A| = √(A_x^2 + A_y^2) = √(3^2 + 4^2) = 5. Therefore, twice the magnitude of vector A is 10. Since vector B is in the opposite direction, we first normalize vector A to get the unit vector: A_unit = (3/5, 4/5). Then, vector B can be represented as B = -10 * A_unit = -10 * (3/5, 4/5) = (-6, -8).",2025-07-14T02:23:04.240Z
0060e34d-c2d6-46ca-94c2-73414686b288,9d762be7-f5e0-4130-9446-3d38e4d5c3e7,2.5 seconds,0,,"To find the time taken, we can use the kinematic equation that relates distance (s), initial velocity (u), final velocity (v), acceleration (a), and time (t):

v^2 = u^2 + 2as.

Here, u = 0 m/s (since the car starts from rest), v = 20 m/s, and s = 100 m. First, solve for acceleration (a):

(20 m/s)^2 = 0 + 2a(100 m) 

400 = 200a 

a = 2 m/s².

Now, use the equation v = u + at to solve for time (t):

20 m/s = 0 + (2 m/s²)t 

t = 20 m/s ÷ 2 m/s² = 10 seconds.

Thus, the correct answer is 10 seconds.",2025-07-14T02:23:04.240Z
4eae9b07-a81f-4744-829d-15f693175c9d,9d762be7-f5e0-4130-9446-3d38e4d5c3e7,5 seconds,1,1,"To find the time taken, we can use the kinematic equation that relates distance (s), initial velocity (u), final velocity (v), acceleration (a), and time (t):

v^2 = u^2 + 2as.

Here, u = 0 m/s (since the car starts from rest), v = 20 m/s, and s = 100 m. First, solve for acceleration (a):

(20 m/s)^2 = 0 + 2a(100 m) 

400 = 200a 

a = 2 m/s².

Now, use the equation v = u + at to solve for time (t):

20 m/s = 0 + (2 m/s²)t 

t = 20 m/s ÷ 2 m/s² = 10 seconds.

Thus, the correct answer is 10 seconds.",2025-07-14T02:23:04.240Z
dace8b0b-af98-4cc9-b6c9-6cf3764c94ae,9d762be7-f5e0-4130-9446-3d38e4d5c3e7,10 seconds,2,,"To find the time taken, we can use the kinematic equation that relates distance (s), initial velocity (u), final velocity (v), acceleration (a), and time (t):

v^2 = u^2 + 2as.

Here, u = 0 m/s (since the car starts from rest), v = 20 m/s, and s = 100 m. First, solve for acceleration (a):

(20 m/s)^2 = 0 + 2a(100 m) 

400 = 200a 

a = 2 m/s².

Now, use the equation v = u + at to solve for time (t):

20 m/s = 0 + (2 m/s²)t 

t = 20 m/s ÷ 2 m/s² = 10 seconds.

Thus, the correct answer is 10 seconds.",2025-07-14T02:23:04.240Z
5c8afef1-5df8-412a-96d7-aa4c54570e6b,9d762be7-f5e0-4130-9446-3d38e4d5c3e7,20 seconds,3,,"To find the time taken, we can use the kinematic equation that relates distance (s), initial velocity (u), final velocity (v), acceleration (a), and time (t):

v^2 = u^2 + 2as.

Here, u = 0 m/s (since the car starts from rest), v = 20 m/s, and s = 100 m. First, solve for acceleration (a):

(20 m/s)^2 = 0 + 2a(100 m) 

400 = 200a 

a = 2 m/s².

Now, use the equation v = u + at to solve for time (t):

20 m/s = 0 + (2 m/s²)t 

t = 20 m/s ÷ 2 m/s² = 10 seconds.

Thus, the correct answer is 10 seconds.",2025-07-14T02:23:04.240Z
00e58e99-56a3-4547-be63-33a3c06f64df,f78d101a-2e2a-471b-acd9-e69bdd2b0466,1.44 seconds,0,,"To determine the total time of flight for a projectile launched at an angle, we use the formula: T = (2 * v₀ * sin(θ)) / g, where v₀ is the initial velocity, θ is the launch angle, and g is the acceleration due to gravity (approximately 9.81 m/s²). For this problem, v₀ = 20 m/s and θ = 45°. Thus, T = (2 * 20 * sin(45°)) / 9.81 ≈ 2.04 seconds.",2025-07-14T02:23:04.240Z
450b35f4-da54-4a90-9431-b0ac629c9787,f78d101a-2e2a-471b-acd9-e69bdd2b0466,2.04 seconds,1,1,"To determine the total time of flight for a projectile launched at an angle, we use the formula: T = (2 * v₀ * sin(θ)) / g, where v₀ is the initial velocity, θ is the launch angle, and g is the acceleration due to gravity (approximately 9.81 m/s²). For this problem, v₀ = 20 m/s and θ = 45°. Thus, T = (2 * 20 * sin(45°)) / 9.81 ≈ 2.04 seconds.",2025-07-14T02:23:04.240Z
9fce6391-9279-4ee9-bcb7-474380fa4340,f78d101a-2e2a-471b-acd9-e69bdd2b0466,2.88 seconds,2,,"To determine the total time of flight for a projectile launched at an angle, we use the formula: T = (2 * v₀ * sin(θ)) / g, where v₀ is the initial velocity, θ is the launch angle, and g is the acceleration due to gravity (approximately 9.81 m/s²). For this problem, v₀ = 20 m/s and θ = 45°. Thus, T = (2 * 20 * sin(45°)) / 9.81 ≈ 2.04 seconds.",2025-07-14T02:23:04.240Z
e5a8c67e-f458-443a-a6f4-ccaedba294ad,f78d101a-2e2a-471b-acd9-e69bdd2b0466,4.08 seconds,3,,"To determine the total time of flight for a projectile launched at an angle, we use the formula: T = (2 * v₀ * sin(θ)) / g, where v₀ is the initial velocity, θ is the launch angle, and g is the acceleration due to gravity (approximately 9.81 m/s²). For this problem, v₀ = 20 m/s and θ = 45°. Thus, T = (2 * 20 * sin(45°)) / 9.81 ≈ 2.04 seconds.",2025-07-14T02:23:04.240Z
3a6756d3-6a7b-477b-b3f8-e668121a5e1e,b0b5070f-5ccd-4b66-8e8f-f247eb653589,30 degrees,0,,"In the absence of air resistance, the maximum range for a projectile launched from the ground is achieved when the launch angle θ is 45 degrees. This is because the range R is given by the equation R = (v^2 * sin(2θ)) / g, where v is the initial speed and g is the acceleration due to gravity. The function sin(2θ) reaches its maximum value of 1 when 2θ = 90 degrees, or θ = 45 degrees.",2025-07-14T02:23:04.240Z
ba9fa566-2ded-4330-ac08-639a5992e70d,b0b5070f-5ccd-4b66-8e8f-f247eb653589,45 degrees,1,1,"In the absence of air resistance, the maximum range for a projectile launched from the ground is achieved when the launch angle θ is 45 degrees. This is because the range R is given by the equation R = (v^2 * sin(2θ)) / g, where v is the initial speed and g is the acceleration due to gravity. The function sin(2θ) reaches its maximum value of 1 when 2θ = 90 degrees, or θ = 45 degrees.",2025-07-14T02:23:04.240Z
c1776b63-0ff0-4da3-ae01-90f194a53dfa,b0b5070f-5ccd-4b66-8e8f-f247eb653589,60 degrees,2,,"In the absence of air resistance, the maximum range for a projectile launched from the ground is achieved when the launch angle θ is 45 degrees. This is because the range R is given by the equation R = (v^2 * sin(2θ)) / g, where v is the initial speed and g is the acceleration due to gravity. The function sin(2θ) reaches its maximum value of 1 when 2θ = 90 degrees, or θ = 45 degrees.",2025-07-14T02:23:04.240Z
83fbe128-6a8b-4238-811c-7c8fddf40802,b0b5070f-5ccd-4b66-8e8f-f247eb653589,90 degrees,3,,"In the absence of air resistance, the maximum range for a projectile launched from the ground is achieved when the launch angle θ is 45 degrees. This is because the range R is given by the equation R = (v^2 * sin(2θ)) / g, where v is the initial speed and g is the acceleration due to gravity. The function sin(2θ) reaches its maximum value of 1 when 2θ = 90 degrees, or θ = 45 degrees.",2025-07-14T02:23:04.240Z
58d0c3b7-611c-4911-b556-c929b8b399e0,c1bf15b4-41d8-4737-8582-ea961a0da7d8,Directly north,0,,"To counteract the eastward river flow, the swimmer must swim with a westward component equal to the river's velocity. Using vector components, the swimmer's westward velocity must be 3 m/s. Applying trigonometry (cosine of the angle), we get cos(θ) = 3/4, which gives θ ≈ 36.87 degrees. Thus, the swimmer should head northwest at an angle of 36.87 degrees to the north to reach directly opposite his starting point.",2025-07-14T02:23:04.240Z
0794793b-8ee8-416a-abd8-3fc21c7490cf,c1bf15b4-41d8-4737-8582-ea961a0da7d8,Northwest at an angle of 36.87 degrees to the north,1,1,"To counteract the eastward river flow, the swimmer must swim with a westward component equal to the river's velocity. Using vector components, the swimmer's westward velocity must be 3 m/s. Applying trigonometry (cosine of the angle), we get cos(θ) = 3/4, which gives θ ≈ 36.87 degrees. Thus, the swimmer should head northwest at an angle of 36.87 degrees to the north to reach directly opposite his starting point.",2025-07-14T02:23:04.240Z
54d2ad83-c1a2-463f-a005-ded87df4d0de,c1bf15b4-41d8-4737-8582-ea961a0da7d8,Northeast at an angle of 53.13 degrees to the north,2,,"To counteract the eastward river flow, the swimmer must swim with a westward component equal to the river's velocity. Using vector components, the swimmer's westward velocity must be 3 m/s. Applying trigonometry (cosine of the angle), we get cos(θ) = 3/4, which gives θ ≈ 36.87 degrees. Thus, the swimmer should head northwest at an angle of 36.87 degrees to the north to reach directly opposite his starting point.",2025-07-14T02:23:04.240Z
9739ac89-c26b-47e3-9d4b-8159edde5d3a,c1bf15b4-41d8-4737-8582-ea961a0da7d8,Northwest at an angle of 45 degrees to the north,3,,"To counteract the eastward river flow, the swimmer must swim with a westward component equal to the river's velocity. Using vector components, the swimmer's westward velocity must be 3 m/s. Applying trigonometry (cosine of the angle), we get cos(θ) = 3/4, which gives θ ≈ 36.87 degrees. Thus, the swimmer should head northwest at an angle of 36.87 degrees to the north to reach directly opposite his starting point.",2025-07-14T02:23:04.240Z
226342d7-9d2e-4cc1-86f6-2f2b329d4671,59796de4-3863-4c8f-a37a-c14cd5213bef,-2 m/s,0,,"According to Newton's Third Law of Motion, for every action, there is an equal and opposite reaction. The law of conservation of momentum states that the total momentum of a system remains constant if no external forces act on it. Initially, both skaters are at rest, so the total momentum is zero. After they push off, the momentum of Skater A (50 kg * 3 m/s = 150 kg·m/s) must be equal and opposite to the momentum of Skater B. Let the velocity of Skater B be v_B. Then, 75 kg * v_B = -150 kg·m/s, solving for v_B gives v_B = -150/75 = -2 m/s. Thus, Skater B moves with a velocity of 2 m/s in the opposite direction to Skater A.",2025-07-14T02:23:04.240Z
5c8cb0dd-dbc7-4ce7-bde7-3354852d13a5,59796de4-3863-4c8f-a37a-c14cd5213bef,-3 m/s,1,,"According to Newton's Third Law of Motion, for every action, there is an equal and opposite reaction. The law of conservation of momentum states that the total momentum of a system remains constant if no external forces act on it. Initially, both skaters are at rest, so the total momentum is zero. After they push off, the momentum of Skater A (50 kg * 3 m/s = 150 kg·m/s) must be equal and opposite to the momentum of Skater B. Let the velocity of Skater B be v_B. Then, 75 kg * v_B = -150 kg·m/s, solving for v_B gives v_B = -150/75 = -2 m/s. Thus, Skater B moves with a velocity of 2 m/s in the opposite direction to Skater A.",2025-07-14T02:23:04.240Z
b546e740-52c3-41dd-a17a-8e8897a116f0,59796de4-3863-4c8f-a37a-c14cd5213bef,-4 m/s,2,1,"According to Newton's Third Law of Motion, for every action, there is an equal and opposite reaction. The law of conservation of momentum states that the total momentum of a system remains constant if no external forces act on it. Initially, both skaters are at rest, so the total momentum is zero. After they push off, the momentum of Skater A (50 kg * 3 m/s = 150 kg·m/s) must be equal and opposite to the momentum of Skater B. Let the velocity of Skater B be v_B. Then, 75 kg * v_B = -150 kg·m/s, solving for v_B gives v_B = -150/75 = -2 m/s. Thus, Skater B moves with a velocity of 2 m/s in the opposite direction to Skater A.",2025-07-14T02:23:04.240Z
197baeaf-d82c-4042-9859-557ed7a99465,59796de4-3863-4c8f-a37a-c14cd5213bef,-2.5 m/s,3,,"According to Newton's Third Law of Motion, for every action, there is an equal and opposite reaction. The law of conservation of momentum states that the total momentum of a system remains constant if no external forces act on it. Initially, both skaters are at rest, so the total momentum is zero. After they push off, the momentum of Skater A (50 kg * 3 m/s = 150 kg·m/s) must be equal and opposite to the momentum of Skater B. Let the velocity of Skater B be v_B. Then, 75 kg * v_B = -150 kg·m/s, solving for v_B gives v_B = -150/75 = -2 m/s. Thus, Skater B moves with a velocity of 2 m/s in the opposite direction to Skater A.",2025-07-14T02:23:04.240Z
581b9f1b-e990-4712-91a2-af99d2cb41b6,dfab859f-dacd-4848-bf33-03667ac9bffa,A) 28 degrees,0,,"The block will start to slide when the component of gravitational force along the plane exceeds the maximum static frictional force. The maximum static frictional force is given by \( f_{s,max} = \mu_s \cdot N \), where \( N \) is the normal force. The normal force on an inclined plane is \( N = mg \cos \theta \). The gravitational force component along the plane is \( mg \sin \theta \). Setting the maximum static friction equal to the gravitational force component gives: \( \mu_s \cdot mg \cos \theta = mg \sin \theta \). Simplifying, \( \mu_s = \tan \theta \). Solving for \( \theta \), we find \( \theta = \tan^{-1}(\mu_s) = \tan^{-1}(0.6) \approx 31 degrees \). Hence, the maximum angle before the block starts to slide is approximately 33 degrees, corresponding to option C.",2025-07-14T02:23:04.240Z
c37b4943-145f-4529-9f05-c224924ae85f,dfab859f-dacd-4848-bf33-03667ac9bffa,B) 30 degrees,1,,"The block will start to slide when the component of gravitational force along the plane exceeds the maximum static frictional force. The maximum static frictional force is given by \( f_{s,max} = \mu_s \cdot N \), where \( N \) is the normal force. The normal force on an inclined plane is \( N = mg \cos \theta \). The gravitational force component along the plane is \( mg \sin \theta \). Setting the maximum static friction equal to the gravitational force component gives: \( \mu_s \cdot mg \cos \theta = mg \sin \theta \). Simplifying, \( \mu_s = \tan \theta \). Solving for \( \theta \), we find \( \theta = \tan^{-1}(\mu_s) = \tan^{-1}(0.6) \approx 31 degrees \). Hence, the maximum angle before the block starts to slide is approximately 33 degrees, corresponding to option C.",2025-07-14T02:23:04.240Z
01727481-6a63-49b7-aa27-5ad1c6a1c47b,dfab859f-dacd-4848-bf33-03667ac9bffa,C) 33 degrees,2,1,"The block will start to slide when the component of gravitational force along the plane exceeds the maximum static frictional force. The maximum static frictional force is given by \( f_{s,max} = \mu_s \cdot N \), where \( N \) is the normal force. The normal force on an inclined plane is \( N = mg \cos \theta \). The gravitational force component along the plane is \( mg \sin \theta \). Setting the maximum static friction equal to the gravitational force component gives: \( \mu_s \cdot mg \cos \theta = mg \sin \theta \). Simplifying, \( \mu_s = \tan \theta \). Solving for \( \theta \), we find \( \theta = \tan^{-1}(\mu_s) = \tan^{-1}(0.6) \approx 31 degrees \). Hence, the maximum angle before the block starts to slide is approximately 33 degrees, corresponding to option C.",2025-07-14T02:23:04.240Z
b0e64ffa-eb1f-4a8f-95a5-54fc226f91b2,dfab859f-dacd-4848-bf33-03667ac9bffa,D) 36 degrees,3,,"The block will start to slide when the component of gravitational force along the plane exceeds the maximum static frictional force. The maximum static frictional force is given by \( f_{s,max} = \mu_s \cdot N \), where \( N \) is the normal force. The normal force on an inclined plane is \( N = mg \cos \theta \). The gravitational force component along the plane is \( mg \sin \theta \). Setting the maximum static friction equal to the gravitational force component gives: \( \mu_s \cdot mg \cos \theta = mg \sin \theta \). Simplifying, \( \mu_s = \tan \theta \). Solving for \( \theta \), we find \( \theta = \tan^{-1}(\mu_s) = \tan^{-1}(0.6) \approx 31 degrees \). Hence, the maximum angle before the block starts to slide is approximately 33 degrees, corresponding to option C.",2025-07-14T02:23:04.240Z
00dbe9e0-b9a8-400e-8ea8-cfb505ae7f51,d59e74a1-cc14-4fa7-8bff-cffec152d399,400 N,0,,"The frictional force provides the necessary centripetal force to keep the car moving in a circular path. The formula for centripetal force is given by F_c = (m * v^2) / r, where m is the mass, v is the velocity, and r is the radius of the circle. Substituting the given values: F_c = (1000 kg * (20 m/s)^2) / 50 m = 1600 N. Therefore, the frictional force required is 1600 N.",2025-07-14T02:23:04.240Z
d24e055f-1b85-415c-a5a4-374a07fd6a1a,d59e74a1-cc14-4fa7-8bff-cffec152d399,800 N,1,,"The frictional force provides the necessary centripetal force to keep the car moving in a circular path. The formula for centripetal force is given by F_c = (m * v^2) / r, where m is the mass, v is the velocity, and r is the radius of the circle. Substituting the given values: F_c = (1000 kg * (20 m/s)^2) / 50 m = 1600 N. Therefore, the frictional force required is 1600 N.",2025-07-14T02:23:04.240Z
7629e5ff-b617-4ae8-96ef-bed0031ccc11,d59e74a1-cc14-4fa7-8bff-cffec152d399,1600 N,2,1,"The frictional force provides the necessary centripetal force to keep the car moving in a circular path. The formula for centripetal force is given by F_c = (m * v^2) / r, where m is the mass, v is the velocity, and r is the radius of the circle. Substituting the given values: F_c = (1000 kg * (20 m/s)^2) / 50 m = 1600 N. Therefore, the frictional force required is 1600 N.",2025-07-14T02:23:04.240Z
129f3c4c-6e0e-4bf5-8d64-9f5afd546f18,d59e74a1-cc14-4fa7-8bff-cffec152d399,4000 N,3,,"The frictional force provides the necessary centripetal force to keep the car moving in a circular path. The formula for centripetal force is given by F_c = (m * v^2) / r, where m is the mass, v is the velocity, and r is the radius of the circle. Substituting the given values: F_c = (1000 kg * (20 m/s)^2) / 50 m = 1600 N. Therefore, the frictional force required is 1600 N.",2025-07-14T02:23:04.240Z
4f5698f5-32b5-4f9a-8796-dc11f39b6631,d4d6ff34-6b83-467d-8b12-04916b116019,A. 25 J,0,,"To find the kinetic energy of the block, we can use the work-energy principle, which states that the work done by the force on the block is equal to the change in the block's kinetic energy. The work done by the force is calculated as the product of the force and the distance over which it acts: Work = Force × Distance = 10 N × 5 m = 50 J. Since the block starts from rest, its initial kinetic energy is 0 J, and thus its kinetic energy after moving 5 meters is equal to the work done on it, which is 50 J.",2025-07-14T02:23:04.240Z
579ce352-7316-4707-97b0-71057f4cbf45,d4d6ff34-6b83-467d-8b12-04916b116019,B. 50 J,1,1,"To find the kinetic energy of the block, we can use the work-energy principle, which states that the work done by the force on the block is equal to the change in the block's kinetic energy. The work done by the force is calculated as the product of the force and the distance over which it acts: Work = Force × Distance = 10 N × 5 m = 50 J. Since the block starts from rest, its initial kinetic energy is 0 J, and thus its kinetic energy after moving 5 meters is equal to the work done on it, which is 50 J.",2025-07-14T02:23:04.240Z
8d225b1f-21ca-4cbd-a019-400f8da6fecf,d4d6ff34-6b83-467d-8b12-04916b116019,C. 75 J,2,,"To find the kinetic energy of the block, we can use the work-energy principle, which states that the work done by the force on the block is equal to the change in the block's kinetic energy. The work done by the force is calculated as the product of the force and the distance over which it acts: Work = Force × Distance = 10 N × 5 m = 50 J. Since the block starts from rest, its initial kinetic energy is 0 J, and thus its kinetic energy after moving 5 meters is equal to the work done on it, which is 50 J.",2025-07-14T02:23:04.240Z
7f0b4a9b-f2ba-4608-ac3a-ba43474b8418,d4d6ff34-6b83-467d-8b12-04916b116019,D. 100 J,3,,"To find the kinetic energy of the block, we can use the work-energy principle, which states that the work done by the force on the block is equal to the change in the block's kinetic energy. The work done by the force is calculated as the product of the force and the distance over which it acts: Work = Force × Distance = 10 N × 5 m = 50 J. Since the block starts from rest, its initial kinetic energy is 0 J, and thus its kinetic energy after moving 5 meters is equal to the work done on it, which is 50 J.",2025-07-14T02:23:04.240Z
c4a08a0e-82ab-4bd4-b77c-3e7d0dde0f3b,45c4e20a-68b5-4be6-bb6e-666cec323bdb,19.8 m/s,0,1,"The principle of conservation of mechanical energy states that the total mechanical energy (potential + kinetic) of the system remains constant if no external work is done on it. Initially, all energy is potential: E_initial = mgh = 500 * 9.8 * 50. At 20 meters, the potential energy is E_potential = 500 * 9.8 * 20. The difference in energy is converted into kinetic energy: E_kinetic = E_initial - E_potential. Solving for the velocity, v, using KE = 0.5 * m * v^2, gives v = sqrt(2 * (gh_initial - gh_final)) = sqrt(2 * 9.8 * (50 - 20)) = 19.8 m/s.",2025-07-14T02:23:04.240Z
0829b2bf-74c1-41eb-9dc1-b9fd0bb8ba2b,45c4e20a-68b5-4be6-bb6e-666cec323bdb,24.3 m/s,1,,"The principle of conservation of mechanical energy states that the total mechanical energy (potential + kinetic) of the system remains constant if no external work is done on it. Initially, all energy is potential: E_initial = mgh = 500 * 9.8 * 50. At 20 meters, the potential energy is E_potential = 500 * 9.8 * 20. The difference in energy is converted into kinetic energy: E_kinetic = E_initial - E_potential. Solving for the velocity, v, using KE = 0.5 * m * v^2, gives v = sqrt(2 * (gh_initial - gh_final)) = sqrt(2 * 9.8 * (50 - 20)) = 19.8 m/s.",2025-07-14T02:23:04.240Z
4c8d66a2-e78d-44c4-95c8-57f9dec9bbec,45c4e20a-68b5-4be6-bb6e-666cec323bdb,9.9 m/s,2,,"The principle of conservation of mechanical energy states that the total mechanical energy (potential + kinetic) of the system remains constant if no external work is done on it. Initially, all energy is potential: E_initial = mgh = 500 * 9.8 * 50. At 20 meters, the potential energy is E_potential = 500 * 9.8 * 20. The difference in energy is converted into kinetic energy: E_kinetic = E_initial - E_potential. Solving for the velocity, v, using KE = 0.5 * m * v^2, gives v = sqrt(2 * (gh_initial - gh_final)) = sqrt(2 * 9.8 * (50 - 20)) = 19.8 m/s.",2025-07-14T02:23:04.240Z
8b013d70-9cda-4e88-9670-3eea24892e9d,45c4e20a-68b5-4be6-bb6e-666cec323bdb,30.0 m/s,3,,"The principle of conservation of mechanical energy states that the total mechanical energy (potential + kinetic) of the system remains constant if no external work is done on it. Initially, all energy is potential: E_initial = mgh = 500 * 9.8 * 50. At 20 meters, the potential energy is E_potential = 500 * 9.8 * 20. The difference in energy is converted into kinetic energy: E_kinetic = E_initial - E_potential. Solving for the velocity, v, using KE = 0.5 * m * v^2, gives v = sqrt(2 * (gh_initial - gh_final)) = sqrt(2 * 9.8 * (50 - 20)) = 19.8 m/s.",2025-07-14T02:23:04.240Z
8de1f732-f1d0-4380-b48b-915aa39446e6,74957e43-ef0e-4f54-8747-4e1e52145475,2.14 m/s to the west,0,,"According to the conservation of momentum, the total momentum before the push is zero since both skaters are initially at rest. After the push, the momentum of the system must remain zero. The momentum of Skater A is (50 kg)(3 m/s) = 150 kg·m/s to the east. To conserve momentum, Skater B must have an equal and opposite momentum, i.e., 150 kg·m/s to the west. Therefore, the velocity of Skater B is 150 kg·m/s divided by 70 kg, which equals 2.14 m/s to the west.",2025-07-14T02:23:04.240Z
1695b621-cfa3-45e6-bd50-c1bee6ff3fa8,74957e43-ef0e-4f54-8747-4e1e52145475,2.14 m/s to the east,1,,"According to the conservation of momentum, the total momentum before the push is zero since both skaters are initially at rest. After the push, the momentum of the system must remain zero. The momentum of Skater A is (50 kg)(3 m/s) = 150 kg·m/s to the east. To conserve momentum, Skater B must have an equal and opposite momentum, i.e., 150 kg·m/s to the west. Therefore, the velocity of Skater B is 150 kg·m/s divided by 70 kg, which equals 2.14 m/s to the west.",2025-07-14T02:23:04.240Z
caf7cca6-12d9-4967-9ea8-5a1e80dd885b,74957e43-ef0e-4f54-8747-4e1e52145475,1.43 m/s to the west,2,1,"According to the conservation of momentum, the total momentum before the push is zero since both skaters are initially at rest. After the push, the momentum of the system must remain zero. The momentum of Skater A is (50 kg)(3 m/s) = 150 kg·m/s to the east. To conserve momentum, Skater B must have an equal and opposite momentum, i.e., 150 kg·m/s to the west. Therefore, the velocity of Skater B is 150 kg·m/s divided by 70 kg, which equals 2.14 m/s to the west.",2025-07-14T02:23:04.240Z
076cad39-036a-4bc8-a1e3-9ed0f24c4008,74957e43-ef0e-4f54-8747-4e1e52145475,1.43 m/s to the east,3,,"According to the conservation of momentum, the total momentum before the push is zero since both skaters are initially at rest. After the push, the momentum of the system must remain zero. The momentum of Skater A is (50 kg)(3 m/s) = 150 kg·m/s to the east. To conserve momentum, Skater B must have an equal and opposite momentum, i.e., 150 kg·m/s to the west. Therefore, the velocity of Skater B is 150 kg·m/s divided by 70 kg, which equals 2.14 m/s to the west.",2025-07-14T02:23:04.240Z
338c2843-1cab-499f-abd5-97ab94f3c650,b13fc8e1-d742-4238-a47a-f604d87635fe,2.0 hours,0,,"First, convert the speed from kilometers per hour to meters per second: 
75 km/h = (75 * 1000 meters) / (3600 seconds) = 20.83 m/s.
The distance in meters is 150 km * 1000 = 150,000 meters.
Time taken = Distance / Speed = 150,000 meters / 20.83 m/s ≈ 7200 seconds.
Thus, the correct answer is 7200 seconds.",2025-07-14T02:23:04.240Z
88ddace9-30b8-4806-8695-2e992c79b16d,b13fc8e1-d742-4238-a47a-f604d87635fe,7200 seconds,1,,"First, convert the speed from kilometers per hour to meters per second: 
75 km/h = (75 * 1000 meters) / (3600 seconds) = 20.83 m/s.
The distance in meters is 150 km * 1000 = 150,000 meters.
Time taken = Distance / Speed = 150,000 meters / 20.83 m/s ≈ 7200 seconds.
Thus, the correct answer is 7200 seconds.",2025-07-14T02:23:04.240Z
b1cd415c-2121-4804-af6c-d4eda2b3a1fc,b13fc8e1-d742-4238-a47a-f604d87635fe,5400 seconds,2,1,"First, convert the speed from kilometers per hour to meters per second: 
75 km/h = (75 * 1000 meters) / (3600 seconds) = 20.83 m/s.
The distance in meters is 150 km * 1000 = 150,000 meters.
Time taken = Distance / Speed = 150,000 meters / 20.83 m/s ≈ 7200 seconds.
Thus, the correct answer is 7200 seconds.",2025-07-14T02:23:04.240Z
043fdc39-5e31-4d71-9984-05608ba4a3c9,b13fc8e1-d742-4238-a47a-f604d87635fe,1.5 hours,3,,"First, convert the speed from kilometers per hour to meters per second: 
75 km/h = (75 * 1000 meters) / (3600 seconds) = 20.83 m/s.
The distance in meters is 150 km * 1000 = 150,000 meters.
Time taken = Distance / Speed = 150,000 meters / 20.83 m/s ≈ 7200 seconds.
Thus, the correct answer is 7200 seconds.",2025-07-14T02:23:04.240Z
ba487fc7-cd51-42c0-b823-b43678f16a22,ddf543bd-e2ac-4563-97af-73532bfe22f6,12.5 units,0,,"To find the magnitude of the resultant vector **R = A + B**, we resolve each vector into its components. The x-component of **A** is A_x = 5 * cos(30°) = 4.33 units, and the y-component is A_y = 5 * sin(30°) = 2.5 units. For **B**, the x-component is B_x = 10 * cos(60°) = 5 units, and the y-component is B_y = 10 * sin(60°) = 8.66 units. Adding the components, R_x = A_x + B_x = 9.33 units and R_y = A_y + B_y = 11.16 units. The magnitude of **R** is given by sqrt(R_x^2 + R_y^2) = sqrt(9.33^2 + 11.16^2) ≈ 14.1 units.",2025-07-14T02:23:04.240Z
e2215b37-5156-4ec3-8afe-8a6100267ff2,ddf543bd-e2ac-4563-97af-73532bfe22f6,13.2 units,1,,"To find the magnitude of the resultant vector **R = A + B**, we resolve each vector into its components. The x-component of **A** is A_x = 5 * cos(30°) = 4.33 units, and the y-component is A_y = 5 * sin(30°) = 2.5 units. For **B**, the x-component is B_x = 10 * cos(60°) = 5 units, and the y-component is B_y = 10 * sin(60°) = 8.66 units. Adding the components, R_x = A_x + B_x = 9.33 units and R_y = A_y + B_y = 11.16 units. The magnitude of **R** is given by sqrt(R_x^2 + R_y^2) = sqrt(9.33^2 + 11.16^2) ≈ 14.1 units.",2025-07-14T02:23:04.240Z
